repeat,mse_OLS,mse_Huber,mse_rho,mae_OLS,mae_Huber,mae_rho
205,0.07633064198430829,0.02074681684889855,0.05474342344455512,0.1985061260637583,0.0943526464489043,0.1688893198823812
206,0.07026906014600655,0.016694406118175565,0.05591425657465185,0.20478614349992985,0.08670567544642671,0.1772264797862793
207,0.06155686566641656,0.016310000542946464,0.044179340440755895,0.18794420375340362,0.08762300511881434,0.1601476760941132
208,0.059397923085718576,0.018150214806298373,0.04663667049704042,0.18770798290464744,0.08968472874594505,0.16732054314567354
209,0.09427272022292256,0.022651190996917356,0.08356699055172824,0.22811155191171592,0.09397025070146098,0.20174143738165057
210,0.05190032992490691,0.024880796599109606,0.04246992725225227,0.16354646719500743,0.08812527882136792,0.14131524301953186
211,0.04524972134559907,0.013105522620367306,0.03876115162429186,0.1601953087234591,0.08368726377084172,0.14704840176995598
212,0.11151224671963071,0.05216462765298913,0.12282372012165374,0.1747455048026836,0.10221712887053161,0.18899720306047355
213,0.05384210667970616,0.01570189225706817,0.04727013269157982,0.1735760130541107,0.08603217980223325,0.15174416475424726
214,0.037433019718494005,0.012703705341291541,0.03454656993595065,0.1462760410042091,0.08304326288145777,0.13613825484782627
215,0.07088196883764465,0.03491952025225898,0.07074195202667008,0.1978261968025141,0.11191205826705877,0.1937800276692806
216,0.06421920483584788,0.01993806592153106,0.04672843553008543,0.18983428341853664,0.09636458823943293,0.1649378572327774
217,0.0721508598274519,0.017589699452626426,0.06608007384446027,0.20840280097950023,0.09345721850253813,0.19085046019949298
218,0.07339651821121541,0.018841547305576585,0.05398379212981733,0.20464202246277033,0.09284936651555507,0.17413246035404722
219,0.062174747937561003,0.020719259024243212,0.07889939176316102,0.19116260706427934,0.09381918460010769,0.19504727531663887
220,0.0713056411919001,0.020016130084638574,0.050143833703257194,0.1985878623072313,0.09899032468195251,0.16661806025646264
221,0.07492992197299915,0.021446893170989297,0.09664232268010424,0.16969456839094338,0.09970967150919045,0.16942415880071937
222,0.06903510074222365,0.015877100834893656,0.05301059244143426,0.19983931489251353,0.09216404948473828,0.176126621546009
223,0.060461434939165795,0.019226989117148183,0.045332047293673454,0.1893505831110923,0.09336501752743019,0.16114402358863597
224,0.0579203378095339,0.017942966524114493,0.051406037582931094,0.18285964172486824,0.08737814247669379,0.1686231207695033
225,0.053495385144283744,0.024016713069071913,0.048723510189453104,0.17367349235130572,0.09035906920863955,0.16317103669253802
226,0.058561235904651225,0.016092588649068547,0.05234358688362048,0.1797948934502197,0.08703597291926564,0.156610975981173
227,0.05613179588538665,0.015272300627478556,0.048830008162506516,0.17672880674613595,0.08863774428921528,0.1612512554298381
228,0.06596228484446269,0.02615596460512828,0.06433614222711515,0.18042420407554796,0.09219781201260639,0.1583983585354325
229,0.05107315087808888,0.024026118697039703,0.046791012028392205,0.16819596021227304,0.09026113989859377,0.15166772650271973
230,0.07374443214934118,0.026658359727187997,0.06167537464033487,0.20029979420011154,0.09456081835932653,0.17512979348237673
231,0.0596365738922805,0.012984537900308143,0.04706996254764243,0.18259828089380933,0.08258743007502903,0.15689995533892712
232,0.05543515789572684,0.018942083134546286,0.04465840249280428,0.1759095544726073,0.08943419941145132,0.15907419545464196
233,0.0816644474716082,0.023419508217004236,0.07200161670097006,0.20050509481996276,0.10073875297158426,0.1711491730878661
234,0.05389197191032932,0.016009780667099564,0.04293432990150592,0.18747351831482292,0.08630277647157544,0.16137821030587698
235,0.08895075756173186,0.018983821277393426,0.07835437253136943,0.21076718946104478,0.09827058608165211,0.18169284790190462
236,0.06949231334389594,0.04707217042983398,0.07664851355042353,0.18344376166791102,0.10136027498971556,0.1622690209106867
237,0.07298770605973476,0.030785621344173127,0.06754692346652723,0.1828579119120863,0.10258121469040424,0.16738462144155639
238,0.08567498569003476,0.04544364296526572,0.07782321329915556,0.18895329747000875,0.09829109292038048,0.1753301424929758
239,0.053252360249646476,0.016498483713381216,0.044442430969946774,0.17336438302162643,0.08972706820108893,0.15620865397892372
240,0.07963386813887903,0.045026708453404674,0.09682647994734389,0.1716185298005186,0.08727177462112844,0.17539130644537546
241,0.1610830611456935,0.05440395479281719,0.13000673803021198,0.24695844716838866,0.10559563896951314,0.2074496885765536
242,0.07353183487997293,0.015256961643499047,0.050104607423003725,0.19668069302156657,0.08981297543027089,0.1646515493927669
243,0.06952642533335057,0.025624508019413357,0.06269189079514047,0.1966421696140933,0.09238428963622435,0.16947567134777872
